correct,eye_used,file,nGap,nSacc,n_blink,outlier,resp,rt,scene,sceneNr,target,trialId,trialType,xTarget,yTarget
,undefined,fgap11.asc,0,0,2,0,,,154.0,154,z.txt,29,gap,136,459
TIMEOUT,undefined,fgap11.asc,0,71,4,0,TIMEOUT,20000,182.0,182,m.txt,30,control,918,440
TIMEOUT,undefined,fgap11.asc,0,60,1,0,TIMEOUT,20000,196.0,196,m.txt,31,control,533,824
CORRECT,undefined,fgap11.asc,0,36,1,0,m,12074,172.0,172,m.txt,32,control,1039,742
CORRECT,undefined,fgap11.asc,0,54,1,0,z,16099,144.0,144,z.txt,33,control,758,774
TIMEOUT,undefined,fgap11.asc,0,70,0,0,TIMEOUT,20000,185.0,185,z.txt,34,control,392,651
,undefined,fgap11.asc,0,0,3,0,,,71.0,71,z.txt,35,gap,795,343
,undefined,fgap11.asc,0,0,1,0,,,131.0,131,z.txt,36,gap,1143,163
,undefined,fgap11.asc,0,0,2,0,,,23.0,23,m.txt,37,gap,148,488
,undefined,fgap11.asc,0,0,1,0,,,188.0,188,m.txt,38,gap,542,564
,undefined,fgap11.asc,0,0,2,0,,,77.0,77,z.txt,39,gap,1220,595
TIMEOUT,undefined,fgap11.asc,0,66,1,0,TIMEOUT,20000,96.0,96,z.txt,40,control,316,74
TIMEOUT,undefined,fgap11.asc,0,65,5,0,TIMEOUT,20000,59.0,59,z.txt,41,control,448,433
TIMEOUT,undefined,fgap11.asc,0,68,9,0,TIMEOUT,20000,7.0,7,z.txt,42,control,459,246
TIMEOUT,undefined,fgap11.asc,0,70,1,0,TIMEOUT,20000,192.0,192,z.txt,43,control,43,693
TIMEOUT,undefined,fgap11.asc,0,63,2,0,TIMEOUT,20000,80.0,80,z.txt,44,control,73,80
,undefined,fgap11.asc,0,0,1,0,,,149.0,149,m.txt,45,gap,200,415
,undefined,fgap11.asc,0,0,3,0,,,72.0,72,z.txt,46,gap,986,465
,undefined,fgap11.asc,0,0,2,0,,,140.0,140,m.txt,47,gap,630,101
,undefined,fgap11.asc,0,0,4,0,,,51.0,51,m.txt,48,gap,1102,315
,undefined,fgap11.asc,0,0,5,0,,,41.0,41,z.txt,49,gap,999,230
TIMEOUT,undefined,fgap11.asc,0,67,0,0,TIMEOUT,20000,136.0,136,m.txt,50,control,37,407
TIMEOUT,undefined,fgap11.asc,0,67,0,0,TIMEOUT,20000,84.0,84,z.txt,51,control,638,832
TIMEOUT,undefined,fgap11.asc,0,60,1,0,TIMEOUT,20000,66.0,66,m.txt,52,control,1204,266
CORRECT,undefined,fgap11.asc,0,29,4,0,m,9549,104.0,104,m.txt,53,control,943,79
TIMEOUT,undefined,fgap11.asc,0,63,1,0,TIMEOUT,20000,64.0,64,z.txt,54,control,444,775
,undefined,fgap11.asc,0,0,1,0,,,9.0,9,m.txt,55,gap,1141,151
,undefined,fgap11.asc,0,0,3,0,,,10.0,10,m.txt,56,gap,634,337
,undefined,fgap11.asc,0,0,3,0,,,150.0,150,m.txt,57,gap,670,458
,undefined,fgap11.asc,0,0,1,0,,,157.0,157,z.txt,58,gap,60,170
,undefined,fgap11.asc,0,0,1,0,,,137.0,137,m.txt,59,gap,714,131
TIMEOUT,undefined,fgap11.asc,0,66,1,0,TIMEOUT,20000,169.0,169,z.txt,60,control,140,405
TIMEOUT,undefined,fgap11.asc,0,62,1,0,TIMEOUT,20000,126.0,126,z.txt,61,control,281,758
TIMEOUT,undefined,fgap11.asc,0,70,0,0,TIMEOUT,20000,163.0,163,m.txt,62,control,365,264
CORRECT,undefined,fgap11.asc,0,6,3,0,m,3558,190.0,190,m.txt,63,control,815,37
TIMEOUT,undefined,fgap11.asc,0,57,1,0,TIMEOUT,20000,52.0,52,m.txt,64,control,1117,166
,undefined,fgap11.asc,0,0,1,0,,,28.0,28,z.txt,65,gap,845,591
,undefined,fgap11.asc,0,0,1,0,,,187.0,187,z.txt,66,gap,670,385
,undefined,fgap11.asc,0,0,0,0,,,35.0,35,m.txt,67,gap,23,354
,undefined,fgap11.asc,0,0,7,0,,,199.0,199,z.txt,68,gap,679,413
,undefined,fgap11.asc,0,0,10,0,,,39.0,39,m.txt,69,gap,125,335
TIMEOUT,undefined,fgap11.asc,0,71,9,0,TIMEOUT,20000,81.0,81,z.txt,70,control,323,441
TIMEOUT,undefined,fgap11.asc,0,62,2,0,TIMEOUT,20000,50.0,50,z.txt,71,control,225,108
TIMEOUT,undefined,fgap11.asc,0,67,4,0,TIMEOUT,20000,45.0,45,m.txt,72,control,221,390
TIMEOUT,undefined,fgap11.asc,0,61,1,0,TIMEOUT,20000,82.0,82,m.txt,73,control,1251,511
TIMEOUT,undefined,fgap11.asc,0,62,1,0,TIMEOUT,20000,148.0,148,z.txt,74,control,412,666
,undefined,fgap11.asc,0,0,1,0,,,175.0,175,z.txt,75,gap,916,572
,undefined,fgap11.asc,0,0,4,0,,,56.0,56,z.txt,76,gap,833,467
,undefined,fgap11.asc,0,0,7,0,,,53.0,53,m.txt,77,gap,704,528
,undefined,fgap11.asc,0,0,2,0,,,164.0,164,z.txt,78,gap,35,42
,undefined,fgap11.asc,0,0,1,0,,,22.0,22,m.txt,79,gap,802,432
CORRECT,undefined,fgap11.asc,0,26,3,0,z,10271,44.0,44,z.txt,80,control,211,300
TIMEOUT,undefined,fgap11.asc,0,64,1,0,TIMEOUT,20000,3.0,3,z.txt,81,control,1247,644
TIMEOUT,undefined,fgap11.asc,0,64,2,0,TIMEOUT,20000,139.0,139,m.txt,82,control,212,821
TIMEOUT,undefined,fgap11.asc,0,57,0,0,TIMEOUT,20000,98.0,98,z.txt,83,control,1217,764
TIMEOUT,undefined,fgap11.asc,0,53,0,0,TIMEOUT,20000,183.0,183,m.txt,84,control,277,464
,undefined,fgap11.asc,0,0,0,0,,,92.0,92,m.txt,85,gap,64,707
,undefined,fgap11.asc,0,0,3,0,,,103.0,103,z.txt,86,gap,622,480
,undefined,fgap11.asc,0,0,4,0,,,174.0,174,z.txt,87,gap,808,418
,undefined,fgap11.asc,0,0,11,0,,,76.0,76,m.txt,88,gap,121,80
,undefined,fgap11.asc,0,0,2,0,,,49.0,49,z.txt,89,gap,990,497
TIMEOUT,undefined,fgap11.asc,0,68,1,0,TIMEOUT,20000,102.0,102,z.txt,90,control,229,617
CORRECT,undefined,fgap11.asc,0,3,2,0,z,1754,117.0,117,z.txt,91,control,735,429
TIMEOUT,undefined,fgap11.asc,0,58,1,0,TIMEOUT,20000,1.0,1,z.txt,92,control,941,527
TIMEOUT,undefined,fgap11.asc,0,68,3,0,TIMEOUT,20000,110.0,110,z.txt,93,control,161,55
CORRECT,undefined,fgap11.asc,0,32,3,0,z,11753,86.0,86,z.txt,94,control,115,573
,undefined,fgap11.asc,0,0,2,0,,,12.0,12,m.txt,95,gap,588,70
,undefined,fgap11.asc,0,0,1,0,,,159.0,159,m.txt,96,gap,191,753
,undefined,fgap11.asc,0,0,0,0,,,67.0,67,z.txt,97,gap,164,104
,undefined,fgap11.asc,0,0,4,0,,,95.0,95,z.txt,98,gap,719,168
,undefined,fgap11.asc,0,0,6,0,,,13.0,13,m.txt,99,gap,603,711
TIMEOUT,undefined,fgap11.asc,0,62,5,0,TIMEOUT,20000,18.0,18,m.txt,100,control,536,202
TIMEOUT,undefined,fgap11.asc,0,60,0,0,TIMEOUT,20000,16.0,16,z.txt,101,control,345,487
TIMEOUT,undefined,fgap11.asc,0,61,0,0,TIMEOUT,20000,57.0,57,z.txt,102,control,741,242
TIMEOUT,undefined,fgap11.asc,0,60,0,0,TIMEOUT,20000,118.0,118,z.txt,103,control,1095,238
TIMEOUT,undefined,fgap11.asc,0,65,6,0,TIMEOUT,20000,34.0,34,m.txt,104,control,1240,437
,undefined,fgap11.asc,0,0,2,0,,,85.0,85,m.txt,105,gap,1015,549
,undefined,fgap11.asc,0,0,2,0,,,152.0,152,m.txt,106,gap,826,718
,undefined,fgap11.asc,0,0,2,0,,,155.0,155,m.txt,107,gap,1135,466
,undefined,fgap11.asc,0,0,1,0,,,161.0,161,z.txt,108,gap,427,254
,undefined,fgap11.asc,0,0,1,0,,,138.0,138,z.txt,109,gap,390,533
TIMEOUT,undefined,fgap11.asc,0,64,1,0,TIMEOUT,20000,93.0,93,z.txt,110,control,560,106
TIMEOUT,undefined,fgap11.asc,0,64,12,0,TIMEOUT,20000,198.0,198,z.txt,111,control,1159,91
TIMEOUT,undefined,fgap11.asc,0,59,3,0,TIMEOUT,20000,83.0,83,z.txt,112,control,843,100
TIMEOUT,undefined,fgap11.asc,0,61,11,0,TIMEOUT,20000,94.0,94,m.txt,113,control,792,153
TIMEOUT,undefined,fgap11.asc,0,54,3,0,TIMEOUT,20000,141.0,141,m.txt,114,control,289,116
,undefined,fgap11.asc,0,0,1,0,,,105.0,105,z.txt,115,gap,418,347
,undefined,fgap11.asc,0,0,4,0,,,153.0,153,m.txt,116,gap,649,123
,undefined,fgap11.asc,0,0,0,0,,,4.0,4,m.txt,117,gap,520,310
,undefined,fgap11.asc,0,0,2,0,,,116.0,116,z.txt,118,gap,1191,694
,undefined,fgap11.asc,0,0,2,0,,,31.0,31,m.txt,119,gap,1249,470
TIMEOUT,undefined,fgap11.asc,0,69,3,0,TIMEOUT,20000,6.0,6,z.txt,120,control,431,168
TIMEOUT,undefined,fgap11.asc,0,64,6,0,TIMEOUT,20000,47.0,47,m.txt,121,control,244,591
TIMEOUT,undefined,fgap11.asc,0,64,1,0,TIMEOUT,20000,195.0,195,z.txt,122,control,309,49
CORRECT,undefined,fgap11.asc,0,34,0,0,m,10823,119.0,119,m.txt,123,control,423,816
TIMEOUT,undefined,fgap11.asc,0,64,0,0,TIMEOUT,20000,63.0,63,m.txt,124,control,183,142
,undefined,fgap11.asc,0,0,0,0,,,129.0,129,z.txt,125,gap,1222,780
,undefined,fgap11.asc,0,0,4,0,,,178.0,178,m.txt,126,gap,218,557
,undefined,fgap11.asc,0,0,1,0,,,147.0,147,z.txt,127,gap,1205,601
,undefined,fgap11.asc,0,0,2,0,,,133.0,133,z.txt,128,gap,31,671
,undefined,fgap11.asc,0,0,6,0,,,168.0,168,z.txt,129,gap,535,475
TIMEOUT,undefined,fgap11.asc,0,57,0,0,TIMEOUT,20000,36.0,36,m.txt,130,control,1043,387
TIMEOUT,undefined,fgap11.asc,0,58,4,0,TIMEOUT,20000,91.0,91,m.txt,131,control,710,431
TIMEOUT,undefined,fgap11.asc,0,59,6,0,TIMEOUT,20000,111.0,111,z.txt,132,control,501,242
TIMEOUT,undefined,fgap11.asc,0,65,1,0,TIMEOUT,20000,24.0,24,z.txt,133,control,569,440
CORRECT,undefined,fgap11.asc,0,29,5,0,m,8718,197.0,197,m.txt,134,control,670,577
,undefined,fgap11.asc,0,0,2,0,,,11.0,11,z.txt,135,gap,542,665
,undefined,fgap11.asc,0,0,1,0,,,87.0,87,m.txt,136,gap,387,336
,undefined,fgap11.asc,0,0,3,0,,,42.0,42,m.txt,137,gap,128,413
,undefined,fgap11.asc,0,0,2,0,,,58.0,58,z.txt,138,gap,1235,140
,undefined,fgap11.asc,0,0,1,0,,,79.0,79,m.txt,139,gap,793,624
CORRECT,undefined,fgap11.asc,0,56,3,0,z,17424,89.0,89,z.txt,140,control,346,587
TIMEOUT,undefined,fgap11.asc,0,68,6,0,TIMEOUT,20000,173.0,173,z.txt,141,control,114,424
TIMEOUT,undefined,fgap11.asc,0,57,0,0,TIMEOUT,20000,113.0,113,z.txt,142,control,1204,363
TIMEOUT,undefined,fgap11.asc,0,56,4,0,TIMEOUT,20000,65.0,65,m.txt,143,control,277,612
CORRECT,undefined,fgap11.asc,0,48,4,0,z,16472,128.0,128,z.txt,144,control,1032,334
,undefined,fgap11.asc,0,0,0,0,,,127.0,127,m.txt,145,gap,599,82
,undefined,fgap11.asc,0,0,1,0,,,60.0,60,z.txt,146,gap,444,415
,undefined,fgap11.asc,0,0,2,0,,,160.0,160,z.txt,147,gap,124,754
,undefined,fgap11.asc,0,0,0,0,,,46.0,46,m.txt,148,gap,1223,420
,undefined,fgap11.asc,0,0,3,0,,,101.0,101,m.txt,149,gap,414,499
TIMEOUT,undefined,fgap11.asc,0,63,8,0,TIMEOUT,20000,74.0,74,z.txt,150,control,230,639
TIMEOUT,undefined,fgap11.asc,0,58,1,0,TIMEOUT,20000,124.0,124,m.txt,151,control,714,56
TIMEOUT,undefined,fgap11.asc,0,63,3,0,TIMEOUT,20000,180.0,180,z.txt,152,control,1036,239
TIMEOUT,undefined,fgap11.asc,0,65,0,0,TIMEOUT,20000,109.0,109,m.txt,153,control,1246,279
CORRECT,undefined,fgap11.asc,0,44,1,0,m,14594,48.0,48,m.txt,154,control,453,709
,undefined,fgap11.asc,0,0,1,0,,,20.0,20,m.txt,155,gap,836,186
,undefined,fgap11.asc,0,0,0,0,,,38.0,38,z.txt,156,gap,754,358
,undefined,fgap11.asc,0,0,2,0,,,125.0,125,m.txt,157,gap,1151,540
,undefined,fgap11.asc,0,0,2,0,,,78.0,78,m.txt,158,gap,499,395
,undefined,fgap11.asc,0,0,4,0,,,62.0,62,m.txt,159,gap,240,302
CORRECT,undefined,fgap11.asc,0,16,3,0,m,5121,73.0,73,m.txt,160,control,635,788
CORRECT,undefined,fgap11.asc,0,58,4,0,m,18981,55.0,55,m.txt,161,control,35,351
TIMEOUT,undefined,fgap11.asc,0,56,3,0,TIMEOUT,20000,43.0,43,z.txt,162,control,758,626
TIMEOUT,undefined,fgap11.asc,0,59,1,0,TIMEOUT,20000,120.0,120,z.txt,163,control,368,366
CORRECT,undefined,fgap11.asc,0,55,1,0,z,17603,156.0,156,z.txt,164,control,1086,610
,undefined,fgap11.asc,0,0,2,0,,,151.0,151,z.txt,165,gap,982,787
,undefined,fgap11.asc,0,0,1,0,,,90.0,90,z.txt,166,gap,695,164
,undefined,fgap11.asc,0,0,6,0,,,166.0,166,m.txt,167,gap,505,453
,undefined,fgap11.asc,0,0,1,0,,,5.0,5,m.txt,168,gap,396,111
,undefined,fgap11.asc,0,0,0,0,,,130.0,130,m.txt,169,gap,20,274
TIMEOUT,undefined,fgap11.asc,0,65,0,0,TIMEOUT,20000,25.0,25,z.txt,170,control,637,556
TIMEOUT,undefined,fgap11.asc,0,51,5,0,TIMEOUT,20000,122.0,122,z.txt,171,control,252,781
TIMEOUT,undefined,fgap11.asc,0,64,4,0,TIMEOUT,20000,68.0,68,z.txt,172,control,1191,444
TIMEOUT,undefined,fgap11.asc,0,64,1,0,TIMEOUT,20000,177.0,177,z.txt,173,control,350,54
TIMEOUT,undefined,fgap11.asc,0,56,0,0,TIMEOUT,20000,123.0,123,m.txt,174,control,124,576
,undefined,fgap11.asc,0,0,1,0,,,99.0,99,m.txt,175,gap,349,443
,undefined,fgap11.asc,0,0,0,0,,,114.0,114,m.txt,176,gap,786,106
,undefined,fgap11.asc,0,0,2,0,,,145.0,145,m.txt,177,gap,172,58
,undefined,fgap11.asc,0,0,3,0,,,61.0,61,m.txt,178,gap,545,747
,undefined,fgap11.asc,0,0,3,0,,,162.0,162,m.txt,179,gap,254,744
TIMEOUT,undefined,fgap11.asc,0,63,0,0,TIMEOUT,20000,181.0,181,z.txt,180,control,1143,206
TIMEOUT,undefined,fgap11.asc,0,61,0,0,TIMEOUT,20000,134.0,134,z.txt,181,control,774,571
TIMEOUT,undefined,fgap11.asc,0,55,1,0,TIMEOUT,20000,142.0,142,m.txt,182,control,455,793
CORRECT,undefined,fgap11.asc,0,27,3,0,z,9405,143.0,143,z.txt,183,control,662,418
TIMEOUT,undefined,fgap11.asc,0,60,0,0,TIMEOUT,20000,170.0,170,z.txt,184,control,552,139
,undefined,fgap11.asc,0,0,0,0,,,97.0,97,z.txt,185,gap,458,218
,undefined,fgap11.asc,0,0,0,0,,,14.0,14,m.txt,186,gap,980,81
,undefined,fgap11.asc,0,0,1,0,,,69.0,69,z.txt,187,gap,645,476
,undefined,fgap11.asc,0,0,0,0,,,26.0,26,m.txt,188,gap,599,40
,undefined,fgap11.asc,0,0,0,0,,,108.0,108,m.txt,189,gap,846,143
TIMEOUT,undefined,fgap11.asc,0,63,1,0,TIMEOUT,20000,32.0,32,m.txt,190,control,220,283
TIMEOUT,undefined,fgap11.asc,0,65,0,0,TIMEOUT,20000,146.0,146,m.txt,191,control,916,26
TIMEOUT,undefined,fgap11.asc,0,64,0,0,TIMEOUT,20000,0.0,0,m.txt,192,control,957,673
CORRECT,undefined,fgap11.asc,0,17,3,0,m,7533,70.0,70,m.txt,193,control,723,431
CORRECT,undefined,fgap11.asc,0,8,1,0,m,4510,176.0,176,m.txt,194,control,1003,675
,undefined,fgap11.asc,0,0,0,0,,,135.0,135,z.txt,195,gap,72,93
,undefined,fgap11.asc,0,0,0,0,,,107.0,107,z.txt,196,gap,867,69
,undefined,fgap11.asc,0,0,2,0,,,167.0,167,m.txt,197,gap,557,799
,undefined,fgap11.asc,0,0,0,0,,,106.0,106,m.txt,198,gap,688,481
,undefined,fgap11.asc,0,0,0,0,,,100.0,100,m.txt,199,gap,467,794
TIMEOUT,undefined,fgap05.asc,0,55,5,0,TIMEOUT,20000,101.0,101,m.txt,0,control,414,499
TIMEOUT,undefined,fgap05.asc,0,59,4,0,TIMEOUT,20000,58.0,58,z.txt,1,control,1235,140
TIMEOUT,undefined,fgap05.asc,0,62,6,0,TIMEOUT,20000,98.0,98,z.txt,2,control,1217,764
TIMEOUT,undefined,fgap05.asc,0,57,5,0,TIMEOUT,20000,150.0,150,m.txt,3,control,670,458
TIMEOUT,undefined,fgap05.asc,0,60,5,0,TIMEOUT,20000,90.0,90,z.txt,4,control,695,164
,undefined,fgap05.asc,0,0,4,0,,,20.0,20,m.txt,5,gap,836,186
,undefined,fgap05.asc,0,0,4,0,,,18.0,18,m.txt,6,gap,536,202
,undefined,fgap05.asc,0,0,6,0,,,172.0,172,m.txt,7,gap,1039,742
,undefined,fgap05.asc,0,0,6,0,,,130.0,130,m.txt,8,gap,20,274
,undefined,fgap05.asc,0,0,7,0,,,43.0,43,z.txt,9,gap,758,626
TIMEOUT,undefined,fgap05.asc,0,63,7,0,TIMEOUT,20000,83.0,83,z.txt,10,control,843,100
TIMEOUT,undefined,fgap05.asc,0,67,6,0,TIMEOUT,20000,142.0,142,m.txt,11,control,455,793
CORRECT,undefined,fgap05.asc,0,46,4,0,m,15873,190.0,190,m.txt,12,control,815,37
CORRECT,undefined,fgap05.asc,0,22,5,0,m,6748,141.0,141,m.txt,13,control,289,116
CORRECT,undefined,fgap05.asc,0,11,2,0,z,5144,56.0,56,z.txt,14,control,833,467
,undefined,fgap05.asc,0,0,5,0,,,156.0,156,z.txt,15,gap,1086,610
,undefined,fgap05.asc,0,0,5,0,,,132.0,132,m.txt,16,gap,102,531
,undefined,fgap05.asc,0,0,7,0,,,171.0,171,z.txt,17,gap,463,485
,undefined,fgap05.asc,0,0,8,0,,,103.0,103,z.txt,18,gap,622,480
,undefined,fgap05.asc,0,0,1,0,,,12.0,12,m.txt,19,gap,588,70
CORRECT,undefined,fgap05.asc,0,13,2,0,m,4510,165.0,165,m.txt,20,control,1062,297
TIMEOUT,undefined,fgap05.asc,0,62,8,0,TIMEOUT,20000,71.0,71,z.txt,21,control,795,343
TIMEOUT,undefined,fgap05.asc,0,63,3,0,TIMEOUT,20000,1.0,1,z.txt,22,control,941,527
TIMEOUT,undefined,fgap05.asc,0,59,8,0,TIMEOUT,20000,88.0,88,z.txt,23,control,226,441
TIMEOUT,undefined,fgap05.asc,0,61,8,0,TIMEOUT,20000,23.0,23,m.txt,24,control,148,488
,undefined,fgap05.asc,0,0,3,0,,,177.0,177,z.txt,25,gap,350,54
,undefined,fgap05.asc,0,0,9,0,,,128.0,128,z.txt,26,gap,1032,334
,undefined,fgap05.asc,0,0,5,0,,,124.0,124,m.txt,27,gap,714,56
,undefined,fgap05.asc,0,0,7,0,,,24.0,24,z.txt,28,gap,569,440
,undefined,fgap05.asc,0,0,5,0,,,64.0,64,z.txt,29,gap,444,775
CORRECT,undefined,fgap05.asc,0,43,4,0,m,13879,47.0,47,m.txt,30,control,244,591
TIMEOUT,undefined,fgap05.asc,0,65,6,0,TIMEOUT,20000,110.0,110,z.txt,31,control,161,55
TIMEOUT,undefined,fgap05.asc,0,63,7,0,TIMEOUT,20000,51.0,51,m.txt,32,control,1102,315
CORRECT,undefined,fgap05.asc,0,31,3,0,z,12317,96.0,96,z.txt,33,control,316,74
INCORRECT,undefined,fgap05.asc,0,34,13,0,m,18288,11.0,11,z.txt,34,control,542,665
,undefined,fgap05.asc,0,0,10,0,,,32.0,32,m.txt,35,gap,220,283
,undefined,fgap05.asc,0,0,0,0,,,106.0,106,m.txt,36,gap,688,481
,undefined,fgap05.asc,0,0,1,0,,,29.0,29,m.txt,37,gap,466,109
,undefined,fgap05.asc,0,0,4,0,,,174.0,174,z.txt,38,gap,808,418
,undefined,fgap05.asc,0,0,7,0,,,185.0,185,z.txt,39,gap,392,651
CORRECT,undefined,fgap05.asc,0,9,5,0,z,4876,158.0,158,z.txt,40,control,1223,357
INCORRECT,undefined,fgap05.asc,0,7,0,0,z,6279,87.0,87,m.txt,41,control,387,336
TIMEOUT,undefined,fgap05.asc,0,51,5,0,TIMEOUT,20000,149.0,149,m.txt,42,control,200,415
CORRECT,undefined,fgap05.asc,0,10,2,0,m,3266,75.0,75,m.txt,43,control,988,109
CORRECT,undefined,fgap05.asc,0,16,2,0,m,6055,114.0,114,m.txt,44,control,786,106
,undefined,fgap05.asc,0,0,1,0,,,157.0,157,z.txt,45,gap,60,170
,undefined,fgap05.asc,0,0,5,0,,,93.0,93,z.txt,46,gap,560,106
,undefined,fgap05.asc,0,0,7,0,,,8.0,8,z.txt,47,gap,59,74
,undefined,fgap05.asc,0,0,6,0,,,139.0,139,m.txt,48,gap,212,821
,undefined,fgap05.asc,0,0,3,0,,,125.0,125,m.txt,49,gap,1151,540
CORRECT,undefined,fgap05.asc,0,8,1,0,z,7816,113.0,113,z.txt,50,control,1204,363
CORRECT,undefined,fgap05.asc,0,11,3,0,z,9737,49.0,49,z.txt,51,control,990,497
TIMEOUT,undefined,fgap05.asc,0,48,6,0,TIMEOUT,20000,94.0,94,m.txt,52,control,792,153
CORRECT,undefined,fgap05.asc,0,50,5,0,z,19299,105.0,105,z.txt,53,control,418,347
CORRECT,undefined,fgap05.asc,0,3,1,0,z,1618,44.0,44,z.txt,54,control,211,300
,undefined,fgap05.asc,0,0,3,0,,,122.0,122,z.txt,55,gap,252,781
,undefined,fgap05.asc,0,0,3,0,,,116.0,116,z.txt,56,gap,1191,694
,undefined,fgap05.asc,0,0,5,0,,,6.0,6,z.txt,57,gap,431,168
,undefined,fgap05.asc,0,0,6,0,,,187.0,187,z.txt,58,gap,670,385
,undefined,fgap05.asc,0,0,7,0,,,134.0,134,z.txt,59,gap,774,571
TIMEOUT,undefined,fgap05.asc,0,58,10,0,TIMEOUT,20000,14.0,14,m.txt,60,control,980,81
CORRECT,undefined,fgap05.asc,0,27,2,0,z,10800,135.0,135,z.txt,61,control,72,93
TIMEOUT,undefined,fgap05.asc,0,56,6,0,TIMEOUT,20000,81.0,81,z.txt,62,control,323,441
TIMEOUT,undefined,fgap05.asc,0,55,9,0,TIMEOUT,20000,194.0,194,z.txt,63,control,580,702
CORRECT,undefined,fgap05.asc,0,27,3,0,z,13594,192.0,192,z.txt,64,control,43,693
,undefined,fgap05.asc,0,0,7,0,,,183.0,183,m.txt,65,gap,277,464
,undefined,fgap05.asc,0,0,6,0,,,133.0,133,z.txt,66,gap,31,671
,undefined,fgap05.asc,0,0,9,0,,,66.0,66,m.txt,67,gap,1204,266
,undefined,fgap05.asc,0,0,10,0,,,36.0,36,m.txt,68,gap,1043,387
,undefined,fgap05.asc,0,0,6,0,,,89.0,89,z.txt,69,gap,346,587
TIMEOUT,undefined,fgap05.asc,0,52,7,0,TIMEOUT,20000,65.0,65,m.txt,70,control,277,612
TIMEOUT,undefined,fgap05.asc,0,58,5,0,TIMEOUT,20000,127.0,127,m.txt,71,control,599,82
TIMEOUT,undefined,fgap05.asc,0,58,6,0,TIMEOUT,20000,3.0,3,z.txt,72,control,1247,644
TIMEOUT,undefined,fgap05.asc,0,60,8,0,TIMEOUT,20000,104.0,104,m.txt,73,control,943,79
CORRECT,undefined,fgap05.asc,0,3,4,0,m,2489,17.0,17,m.txt,74,control,997,424
,undefined,fgap05.asc,0,0,8,0,,,40.0,40,z.txt,75,gap,1205,358
,undefined,fgap05.asc,0,0,3,0,,,5.0,5,m.txt,76,gap,396,111
,undefined,fgap05.asc,0,0,5,0,,,73.0,73,m.txt,77,gap,635,788
,undefined,fgap05.asc,0,0,5,0,,,82.0,82,m.txt,78,gap,1251,511
,undefined,fgap05.asc,0,0,7,0,,,77.0,77,z.txt,79,gap,1220,595
TIMEOUT,undefined,fgap05.asc,0,55,7,0,TIMEOUT,20000,137.0,137,m.txt,80,control,714,131
CORRECT,undefined,fgap05.asc,0,41,8,0,m,15196,163.0,163,m.txt,81,control,365,264
TIMEOUT,undefined,fgap05.asc,0,56,6,0,TIMEOUT,20000,46.0,46,m.txt,82,control,1223,420
TIMEOUT,undefined,fgap05.asc,0,52,8,0,TIMEOUT,20000,13.0,13,m.txt,83,control,603,711
TIMEOUT,undefined,fgap05.asc,0,58,10,0,TIMEOUT,20000,111.0,111,z.txt,84,control,501,242
,undefined,fgap05.asc,0,0,4,0,,,54.0,54,z.txt,85,gap,284,188
,undefined,fgap05.asc,0,0,8,0,,,45.0,45,m.txt,86,gap,221,390
,undefined,fgap05.asc,0,0,3,0,,,55.0,55,m.txt,87,gap,35,351
,undefined,fgap05.asc,0,0,5,0,,,198.0,198,z.txt,88,gap,1159,91
,undefined,fgap05.asc,0,0,7,0,,,57.0,57,z.txt,89,gap,741,242
TIMEOUT,undefined,fgap05.asc,0,60,9,0,TIMEOUT,20000,112.0,112,z.txt,90,control,348,830
TIMEOUT,undefined,fgap05.asc,0,60,10,0,TIMEOUT,20000,159.0,159,m.txt,91,control,191,753
TIMEOUT,undefined,fgap05.asc,0,59,8,0,TIMEOUT,20000,136.0,136,m.txt,92,control,37,407
TIMEOUT,undefined,fgap05.asc,0,54,9,0,TIMEOUT,20000,184.0,184,z.txt,93,control,925,220
TIMEOUT,undefined,fgap05.asc,0,51,5,0,TIMEOUT,20000,27.0,27,z.txt,94,control,641,31
,undefined,fgap05.asc,0,0,1,0,,,22.0,22,m.txt,95,gap,802,432
,undefined,fgap05.asc,0,0,5,0,,,31.0,31,m.txt,96,gap,1249,470
,undefined,fgap05.asc,0,0,1,0,,,102.0,102,z.txt,97,gap,229,617
,undefined,fgap05.asc,0,0,8,0,,,196.0,196,m.txt,98,gap,533,824
,undefined,fgap05.asc,0,0,7,0,,,117.0,117,z.txt,99,gap,735,429
TIMEOUT,undefined,fgap05.asc,0,57,10,0,TIMEOUT,20000,148.0,148,z.txt,100,control,412,666
TIMEOUT,undefined,fgap05.asc,0,57,7,0,TIMEOUT,20000,167.0,167,m.txt,101,control,557,799
CORRECT,undefined,fgap05.asc,0,20,3,0,z,9553,151.0,151,z.txt,102,control,982,787
TIMEOUT,undefined,fgap05.asc,0,49,8,0,TIMEOUT,20000,91.0,91,m.txt,103,control,710,431
TIMEOUT,undefined,fgap05.asc,0,59,5,0,TIMEOUT,20000,182.0,182,m.txt,104,control,918,440
,undefined,fgap05.asc,0,0,9,0,,,153.0,153,m.txt,105,gap,649,123
,undefined,fgap05.asc,0,0,8,0,,,123.0,123,m.txt,106,gap,124,576
,undefined,fgap05.asc,0,0,7,0,,,97.0,97,z.txt,107,gap,458,218
,undefined,fgap05.asc,0,0,0,0,,,86.0,86,z.txt,108,gap,115,573
,undefined,fgap05.asc,0,0,7,0,,,154.0,154,z.txt,109,gap,136,459
