correct,eye_used,file,nGap,nSacc,n_blink,outlier,resp,rt,scene,sceneNr,target,trialId,trialType,xTarget,yTarget
TIMEOUT,undefined,fgap08.asc,0,77,0,0,TIMEOUT,20000,117.0,117,z.txt,0,control,735,429
TIMEOUT,undefined,fgap08.asc,0,71,1,0,TIMEOUT,20000,113.0,113,z.txt,1,control,1204,363
TIMEOUT,undefined,fgap08.asc,0,75,0,0,TIMEOUT,20000,160.0,160,z.txt,2,control,124,754
TIMEOUT,undefined,fgap08.asc,0,71,0,0,TIMEOUT,20000,130.0,130,m.txt,3,control,20,274
TIMEOUT,undefined,fgap08.asc,0,75,2,0,TIMEOUT,20000,195.0,195,z.txt,4,control,309,49
,undefined,fgap08.asc,0,0,2,0,,,19.0,19,z.txt,5,gap,891,379
,undefined,fgap08.asc,0,0,3,0,,,40.0,40,z.txt,6,gap,1205,358
,undefined,fgap08.asc,0,0,0,0,,,52.0,52,m.txt,7,gap,1117,166
,undefined,fgap08.asc,0,0,0,0,,,161.0,161,z.txt,8,gap,427,254
,undefined,fgap08.asc,0,0,0,0,,,64.0,64,z.txt,9,gap,444,775
CORRECT,undefined,fgap08.asc,0,14,5,0,z,4844,115.0,115,z.txt,10,control,91,286
CORRECT,undefined,fgap08.asc,0,34,2,0,z,12308,89.0,89,z.txt,11,control,346,587
CORRECT,undefined,fgap08.asc,0,6,0,0,m,2010,73.0,73,m.txt,12,control,635,788
TIMEOUT,undefined,fgap08.asc,0,73,0,0,TIMEOUT,20000,149.0,149,m.txt,13,control,200,415
CORRECT,undefined,fgap08.asc,0,71,2,0,m,19881,141.0,141,m.txt,14,control,289,116
,undefined,fgap08.asc,0,0,0,0,,,104.0,104,m.txt,15,gap,943,79
,undefined,fgap08.asc,0,0,0,0,,,129.0,129,z.txt,16,gap,1222,780
,undefined,fgap08.asc,0,0,1,0,,,38.0,38,z.txt,17,gap,754,358
,undefined,fgap08.asc,0,0,0,0,,,103.0,103,z.txt,18,gap,622,480
,undefined,fgap08.asc,0,0,0,0,,,81.0,81,z.txt,19,gap,323,441
TIMEOUT,undefined,fgap08.asc,0,69,0,0,TIMEOUT,20000,95.0,95,z.txt,20,control,719,168
TIMEOUT,undefined,fgap08.asc,0,70,0,0,TIMEOUT,20000,62.0,62,m.txt,21,control,240,302
TIMEOUT,undefined,fgap08.asc,0,71,0,0,TIMEOUT,20000,21.0,21,z.txt,22,control,83,409
TIMEOUT,undefined,fgap08.asc,0,72,0,0,TIMEOUT,20000,112.0,112,z.txt,23,control,348,830
TIMEOUT,undefined,fgap08.asc,0,73,0,0,TIMEOUT,20000,88.0,88,z.txt,24,control,226,441
,undefined,fgap08.asc,0,0,1,0,,,169.0,169,z.txt,25,gap,140,405
,undefined,fgap08.asc,0,0,1,0,,,101.0,101,m.txt,26,gap,414,499
,undefined,fgap08.asc,0,0,1,0,,,138.0,138,z.txt,27,gap,390,533
,undefined,fgap08.asc,0,0,0,0,,,74.0,74,z.txt,28,gap,230,639
,undefined,fgap08.asc,0,0,2,0,,,136.0,136,m.txt,29,gap,37,407
TIMEOUT,undefined,fgap08.asc,0,69,0,0,TIMEOUT,20000,97.0,97,z.txt,30,control,458,218
TIMEOUT,undefined,fgap08.asc,0,75,0,0,TIMEOUT,20000,3.0,3,z.txt,31,control,1247,644
TIMEOUT,undefined,fgap08.asc,0,67,0,0,TIMEOUT,20000,43.0,43,z.txt,32,control,758,626
CORRECT,undefined,fgap08.asc,0,21,1,0,m,14329,155.0,155,m.txt,33,control,1135,466
CORRECT,undefined,fgap08.asc,0,24,0,0,m,6881,153.0,153,m.txt,34,control,649,123
,undefined,fgap08.asc,0,0,0,0,,,1.0,1,z.txt,35,gap,941,527
,undefined,fgap08.asc,0,0,0,0,,,46.0,46,m.txt,36,gap,1223,420
,undefined,fgap08.asc,0,0,0,0,,,100.0,100,m.txt,37,gap,467,794
,undefined,fgap08.asc,0,0,1,0,,,60.0,60,z.txt,38,gap,444,415
,undefined,fgap08.asc,0,0,0,0,,,54.0,54,z.txt,39,gap,284,188
CORRECT,undefined,fgap08.asc,0,73,0,0,z,18647,24.0,24,z.txt,40,control,569,440
CORRECT,undefined,fgap08.asc,0,11,0,0,m,2530,176.0,176,m.txt,41,control,1003,675
INCORRECT,undefined,fgap08.asc,0,56,0,0,m,16350,27.0,27,z.txt,42,control,641,31
CORRECT,undefined,fgap08.asc,0,9,1,0,z,2711,151.0,151,z.txt,43,control,982,787
TIMEOUT,undefined,fgap08.asc,0,66,0,0,TIMEOUT,20000,80.0,80,z.txt,44,control,73,80
,undefined,fgap08.asc,0,0,0,0,,,111.0,111,z.txt,45,gap,501,242
,undefined,fgap08.asc,0,0,0,0,,,173.0,173,z.txt,46,gap,114,424
,undefined,fgap08.asc,0,0,0,0,,,159.0,159,m.txt,47,gap,191,753
,undefined,fgap08.asc,0,0,0,0,,,147.0,147,z.txt,48,gap,1205,601
,undefined,fgap08.asc,0,0,1,0,,,83.0,83,z.txt,49,gap,843,100
CORRECT,undefined,fgap08.asc,0,19,1,0,m,8251,137.0,137,m.txt,50,control,714,131
CORRECT,undefined,fgap08.asc,0,37,3,0,m,13996,31.0,31,m.txt,51,control,1249,470
CORRECT,undefined,fgap08.asc,0,40,0,0,m,10909,127.0,127,m.txt,52,control,599,82
CORRECT,undefined,fgap08.asc,0,4,0,0,m,1212,140.0,140,m.txt,53,control,630,101
TIMEOUT,undefined,fgap08.asc,0,72,3,0,TIMEOUT,20000,82.0,82,m.txt,54,control,1251,511
,undefined,fgap08.asc,0,0,0,0,,,90.0,90,z.txt,55,gap,695,164
,undefined,fgap08.asc,0,0,0,0,,,189.0,189,m.txt,56,gap,1187,635
,undefined,fgap08.asc,0,0,0,0,,,183.0,183,m.txt,57,gap,277,464
,undefined,fgap08.asc,0,0,2,0,,,65.0,65,m.txt,58,gap,277,612
,undefined,fgap08.asc,0,0,1,0,,,10.0,10,m.txt,59,gap,634,337
CORRECT,undefined,fgap08.asc,0,9,1,0,m,2145,12.0,12,m.txt,60,control,588,70
TIMEOUT,undefined,fgap08.asc,0,74,0,0,TIMEOUT,20000,131.0,131,z.txt,61,control,1143,163
CORRECT,undefined,fgap08.asc,0,36,2,0,m,9617,165.0,165,m.txt,62,control,1062,297
CORRECT,undefined,fgap08.asc,0,33,0,0,m,9219,94.0,94,m.txt,63,control,792,153
CORRECT,undefined,fgap08.asc,0,4,1,0,m,5779,78.0,78,m.txt,64,control,499,395
,undefined,fgap08.asc,0,0,2,0,,,77.0,77,z.txt,65,gap,1220,595
,undefined,fgap08.asc,0,0,0,0,,,57.0,57,z.txt,66,gap,741,242
,undefined,fgap08.asc,0,0,0,0,,,135.0,135,z.txt,67,gap,72,93
,undefined,fgap08.asc,0,0,0,0,,,48.0,48,m.txt,68,gap,453,709
,undefined,fgap08.asc,0,0,0,0,,,17.0,17,m.txt,69,gap,997,424
TIMEOUT,undefined,fgap08.asc,0,69,0,0,TIMEOUT,20000,99.0,99,m.txt,70,control,349,443
CORRECT,undefined,fgap08.asc,0,23,0,0,z,7883,199.0,199,z.txt,71,control,679,413
CORRECT,undefined,fgap08.asc,0,8,3,0,z,5495,158.0,158,z.txt,72,control,1223,357
CORRECT,undefined,fgap08.asc,0,4,0,0,m,1654,172.0,172,m.txt,73,control,1039,742
TIMEOUT,undefined,fgap08.asc,0,68,2,0,TIMEOUT,20000,180.0,180,z.txt,74,control,1036,239
,undefined,fgap08.asc,0,0,0,0,,,69.0,69,z.txt,75,gap,645,476
,undefined,fgap08.asc,0,0,3,0,,,157.0,157,z.txt,76,gap,60,170
,undefined,fgap08.asc,0,0,0,0,,,42.0,42,m.txt,77,gap,128,413
,undefined,fgap08.asc,0,0,3,0,,,39.0,39,m.txt,78,gap,125,335
,undefined,fgap08.asc,0,0,2,0,,,181.0,181,z.txt,79,gap,1143,206
TIMEOUT,undefined,fgap08.asc,0,69,2,0,TIMEOUT,20000,4.0,4,m.txt,80,control,520,310
CORRECT,undefined,fgap08.asc,0,24,0,0,z,6819,171.0,171,z.txt,81,control,463,485
CORRECT,undefined,fgap08.asc,0,3,1,0,m,929,150.0,150,m.txt,82,control,670,458
CORRECT,undefined,fgap08.asc,0,37,0,0,m,10642,92.0,92,m.txt,83,control,64,707
CORRECT,undefined,fgap08.asc,0,28,0,0,m,7933,163.0,163,m.txt,84,control,365,264
,undefined,fgap08.asc,0,0,0,0,,,0.0,0,m.txt,85,gap,957,673
,undefined,fgap08.asc,0,0,0,0,,,187.0,187,z.txt,86,gap,670,385
,undefined,fgap08.asc,0,0,0,0,,,152.0,152,m.txt,87,gap,826,718
,undefined,fgap08.asc,0,0,1,0,,,107.0,107,z.txt,88,gap,867,69
,undefined,fgap08.asc,0,0,1,0,,,110.0,110,z.txt,89,gap,161,55
TIMEOUT,undefined,fgap08.asc,0,72,2,0,TIMEOUT,20000,126.0,126,z.txt,90,control,281,758
CORRECT,undefined,fgap08.asc,0,35,1,0,z,9599,144.0,144,z.txt,91,control,758,774
CORRECT,undefined,fgap08.asc,0,23,0,0,m,7933,123.0,123,m.txt,92,control,124,576
TIMEOUT,undefined,fgap08.asc,0,69,5,0,TIMEOUT,20000,133.0,133,z.txt,93,control,31,671
CORRECT,undefined,fgap08.asc,0,5,0,0,z,1682,16.0,16,z.txt,94,control,345,487
,undefined,fgap08.asc,0,0,0,0,,,121.0,121,m.txt,95,gap,104,411
,undefined,fgap08.asc,0,0,1,0,,,174.0,174,z.txt,96,gap,808,418
,undefined,fgap08.asc,0,0,3,0,,,79.0,79,m.txt,97,gap,793,624
,undefined,fgap08.asc,0,0,0,0,,,87.0,87,m.txt,98,gap,387,336
,undefined,fgap08.asc,0,0,2,0,,,51.0,51,m.txt,99,gap,1102,315
TIMEOUT,undefined,fgap08.asc,0,72,0,0,TIMEOUT,20000,184.0,184,z.txt,100,control,925,220
CORRECT,undefined,fgap08.asc,0,13,2,0,z,5294,30.0,30,z.txt,101,control,92,583
CORRECT,undefined,fgap08.asc,0,2,1,0,m,5929,53.0,53,m.txt,102,control,704,528
TIMEOUT,undefined,fgap08.asc,0,73,0,0,TIMEOUT,20000,26.0,26,m.txt,103,control,599,40
TIMEOUT,undefined,fgap08.asc,0,68,1,0,TIMEOUT,20000,118.0,118,z.txt,104,control,1095,238
,undefined,fgap08.asc,0,0,6,0,,,119.0,119,m.txt,105,gap,423,816
,undefined,fgap08.asc,0,0,4,0,,,91.0,91,m.txt,106,gap,710,431
,undefined,fgap08.asc,0,0,1,0,,,76.0,76,m.txt,107,gap,121,80
,undefined,fgap08.asc,0,0,1,0,,,125.0,125,m.txt,108,gap,1151,540
,undefined,fgap08.asc,0,0,0,0,,,196.0,196,m.txt,109,gap,533,824
TIMEOUT,undefined,fgap08.asc,0,69,2,0,TIMEOUT,20000,154.0,154,z.txt,110,control,136,459
CORRECT,undefined,fgap08.asc,0,10,2,0,z,3424,67.0,67,z.txt,111,control,164,104
TIMEOUT,undefined,fgap08.asc,0,65,0,0,TIMEOUT,20000,58.0,58,z.txt,112,control,1235,140
CORRECT,undefined,fgap08.asc,0,11,1,0,z,2522,102.0,102,z.txt,113,control,229,617
CORRECT,undefined,fgap08.asc,0,21,2,0,z,5629,164.0,164,z.txt,114,control,35,42
,undefined,fgap08.asc,0,0,2,0,,,66.0,66,m.txt,115,gap,1204,266
,undefined,fgap08.asc,0,0,4,0,,,114.0,114,m.txt,116,gap,786,106
,undefined,fgap08.asc,0,0,0,0,,,36.0,36,m.txt,117,gap,1043,387
,undefined,fgap08.asc,0,0,3,0,,,105.0,105,z.txt,118,gap,418,347
,undefined,fgap08.asc,0,0,1,0,,,193.0,193,z.txt,119,gap,541,487
TIMEOUT,undefined,fgap08.asc,0,71,0,0,TIMEOUT,20000,50.0,50,z.txt,120,control,225,108
CORRECT,undefined,fgap08.asc,0,54,2,0,z,15141,84.0,84,z.txt,121,control,638,832
INCORRECT,undefined,fgap08.asc,0,70,0,0,z,19337,23.0,23,m.txt,122,control,148,488
TIMEOUT,undefined,fgap08.asc,0,68,0,0,TIMEOUT,20000,41.0,41,z.txt,123,control,999,230
CORRECT,undefined,fgap08.asc,0,65,2,0,z,17520,177.0,177,z.txt,124,control,350,54
,undefined,fgap08.asc,0,0,1,0,,,49.0,49,z.txt,125,gap,990,497
,undefined,fgap08.asc,0,0,2,0,,,61.0,61,m.txt,126,gap,545,747
,undefined,fgap08.asc,0,0,2,0,,,186.0,186,m.txt,127,gap,1228,164
,undefined,fgap08.asc,0,0,0,0,,,175.0,175,z.txt,128,gap,916,572
,undefined,fgap08.asc,0,0,0,0,,,194.0,194,z.txt,129,gap,580,702
CORRECT,undefined,fgap08.asc,0,12,3,0,m,3648,20.0,20,m.txt,130,control,836,186
CORRECT,undefined,fgap08.asc,0,4,0,0,m,1955,13.0,13,m.txt,131,control,603,711
CORRECT,undefined,fgap08.asc,0,18,5,0,m,5395,35.0,35,m.txt,132,control,23,354
TIMEOUT,undefined,fgap08.asc,0,73,1,0,TIMEOUT,20000,142.0,142,m.txt,133,control,455,793
CORRECT,undefined,fgap08.asc,0,10,1,0,m,3073,124.0,124,m.txt,134,control,714,56
,undefined,fgap08.asc,0,0,1,0,,,25.0,25,z.txt,135,gap,637,556
,undefined,fgap08.asc,0,0,3,0,,,178.0,178,m.txt,136,gap,218,557
,undefined,fgap08.asc,0,0,0,0,,,192.0,192,z.txt,137,gap,43,693
,undefined,fgap08.asc,0,0,0,0,,,5.0,5,m.txt,138,gap,396,111
,undefined,fgap08.asc,0,0,2,0,,,70.0,70,m.txt,139,gap,723,431
TIMEOUT,undefined,fgap08.asc,0,72,0,0,TIMEOUT,20000,109.0,109,m.txt,140,control,1246,279
TIMEOUT,undefined,fgap08.asc,0,66,0,0,TIMEOUT,20000,146.0,146,m.txt,141,control,916,26
CORRECT,undefined,fgap08.asc,0,6,1,0,m,2990,14.0,14,m.txt,142,control,980,81
TIMEOUT,undefined,fgap08.asc,0,75,1,0,TIMEOUT,20000,120.0,120,z.txt,143,control,368,366
TIMEOUT,undefined,fgap08.asc,0,68,0,0,TIMEOUT,20000,93.0,93,z.txt,144,control,560,106
,undefined,fgap08.asc,0,0,1,0,,,47.0,47,m.txt,145,gap,244,591
,undefined,fgap08.asc,0,0,2,0,,,75.0,75,m.txt,146,gap,988,109
,undefined,fgap08.asc,0,0,0,0,,,198.0,198,z.txt,147,gap,1159,91
,undefined,fgap08.asc,0,0,2,0,,,85.0,85,m.txt,148,gap,1015,549
,undefined,fgap08.asc,0,0,3,0,,,98.0,98,z.txt,149,gap,1217,764
CORRECT,undefined,fgap08.asc,0,7,1,0,z,4092,191.0,191,z.txt,150,control,1244,134
CORRECT,undefined,fgap08.asc,0,48,1,0,m,13389,33.0,33,m.txt,151,control,49,414
TIMEOUT,undefined,fgap08.asc,0,67,0,0,TIMEOUT,20000,132.0,132,m.txt,152,control,102,531
CORRECT,undefined,fgap08.asc,0,24,2,0,z,10855,15.0,15,z.txt,153,control,27,41
CORRECT,undefined,fgap08.asc,0,3,1,0,z,1117,168.0,168,z.txt,154,control,535,475
,undefined,fgap08.asc,0,0,0,0,,,170.0,170,z.txt,155,gap,552,139
,undefined,fgap08.asc,0,0,3,0,,,156.0,156,z.txt,156,gap,1086,610
,undefined,fgap08.asc,0,0,2,0,,,128.0,128,z.txt,157,gap,1032,334
,undefined,fgap08.asc,0,0,1,0,,,182.0,182,m.txt,158,gap,918,440
,undefined,fgap08.asc,0,0,0,0,,,11.0,11,z.txt,159,gap,542,665
CORRECT,undefined,fgap08.asc,0,10,2,0,m,3708,108.0,108,m.txt,160,control,846,143
CORRECT,undefined,fgap08.asc,0,6,3,0,z,2317,56.0,56,z.txt,161,control,833,467
TIMEOUT,undefined,fgap08.asc,0,52,0,0,TIMEOUT,20000,71.0,71,z.txt,162,control,795,343
CORRECT,undefined,fgap08.asc,0,30,3,0,z,11758,44.0,44,z.txt,163,control,211,300
TIMEOUT,undefined,fgap08.asc,0,71,0,0,TIMEOUT,20000,148.0,148,z.txt,164,control,412,666
,undefined,fgap08.asc,0,0,2,0,,,96.0,96,z.txt,165,gap,316,74
,undefined,fgap08.asc,0,0,1,0,,,18.0,18,m.txt,166,gap,536,202
,undefined,fgap08.asc,0,0,2,0,,,116.0,116,z.txt,167,gap,1191,694
,undefined,fgap08.asc,0,0,6,0,,,190.0,190,m.txt,168,gap,815,37
,undefined,fgap08.asc,0,0,0,0,,,185.0,185,z.txt,169,gap,392,651
CORRECT,undefined,fgap08.asc,0,43,4,0,z,14295,28.0,28,z.txt,170,control,845,591
CORRECT,undefined,fgap08.asc,0,14,5,0,m,5662,167.0,167,m.txt,171,control,557,799
CORRECT,undefined,fgap08.asc,0,13,2,0,m,3887,145.0,145,m.txt,172,control,172,58
CORRECT,undefined,fgap08.asc,0,9,1,0,z,2706,134.0,134,z.txt,173,control,774,571
CORRECT,undefined,fgap08.asc,0,11,0,0,m,4058,34.0,34,m.txt,174,control,1240,437
,undefined,fgap08.asc,0,0,2,0,,,37.0,37,m.txt,175,gap,334,90
,undefined,fgap08.asc,0,0,1,0,,,29.0,29,m.txt,176,gap,466,109
,undefined,fgap08.asc,0,0,0,0,,,22.0,22,m.txt,177,gap,802,432
,undefined,fgap08.asc,0,0,1,0,,,45.0,45,m.txt,178,gap,221,390
,undefined,fgap08.asc,0,0,1,0,,,86.0,86,z.txt,179,gap,115,573
CORRECT,undefined,fgap08.asc,0,6,1,0,m,2326,32.0,32,m.txt,180,control,220,283
CORRECT,undefined,fgap08.asc,0,25,2,0,m,7649,162.0,162,m.txt,181,control,254,744
CORRECT,undefined,fgap08.asc,0,1,0,0,z,1045,143.0,143,z.txt,182,control,662,418
CORRECT,undefined,fgap08.asc,0,1,0,0,m,688,106.0,106,m.txt,183,control,688,481
CORRECT,undefined,fgap08.asc,0,6,0,0,z,2519,7.0,7,z.txt,184,control,459,246
,undefined,fgap08.asc,0,0,2,0,,,55.0,55,m.txt,185,gap,35,351
,undefined,fgap08.asc,0,0,0,0,,,6.0,6,z.txt,186,gap,431,168
,undefined,fgap08.asc,0,0,0,0,,,8.0,8,z.txt,187,gap,59,74
,undefined,fgap08.asc,0,0,1,0,,,9.0,9,m.txt,188,gap,1141,151
,undefined,fgap08.asc,0,0,0,0,,,68.0,68,z.txt,189,gap,1191,444
CORRECT,undefined,fgap08.asc,0,5,0,0,z,2239,59.0,59,z.txt,190,control,448,433
TIMEOUT,undefined,fgap08.asc,0,65,1,0,TIMEOUT,20000,139.0,139,m.txt,191,control,212,821
CORRECT,undefined,fgap08.asc,0,1,0,0,m,878,166.0,166,m.txt,192,control,505,453
CORRECT,undefined,fgap08.asc,0,13,0,0,z,3530,179.0,179,z.txt,193,control,843,390
CORRECT,undefined,fgap08.asc,0,42,0,0,z,12324,122.0,122,z.txt,194,control,252,781
,undefined,fgap08.asc,0,0,2,0,,,197.0,197,m.txt,195,gap,670,577
,undefined,fgap08.asc,0,0,0,0,,,2.0,2,m.txt,196,gap,454,514
,undefined,fgap08.asc,0,0,0,0,,,72.0,72,z.txt,197,gap,986,465
,undefined,fgap08.asc,0,0,0,0,,,188.0,188,m.txt,198,gap,542,564
,undefined,fgap08.asc,0,0,0,0,,,63.0,63,m.txt,199,gap,183,142
INCORRECT,undefined,fgap10.asc,0,42,4,0,z,15565,136.0,136,m.txt,0,control,37,407
TIMEOUT,undefined,fgap10.asc,0,68,3,0,TIMEOUT,20000,82.0,82,m.txt,1,control,1251,511
TIMEOUT,undefined,fgap10.asc,0,76,17,0,TIMEOUT,20000,183.0,183,m.txt,2,control,277,464
INCORRECT,undefined,fgap10.asc,0,47,2,0,m,12902,107.0,107,z.txt,3,control,867,69
CORRECT,undefined,fgap10.asc,0,26,6,0,z,8218,68.0,68,z.txt,4,control,1191,444
,undefined,fgap10.asc,0,0,4,0,,,128.0,128,z.txt,5,gap,1032,334
,undefined,fgap10.asc,0,0,20,0,,,193.0,193,z.txt,6,gap,541,487
,undefined,fgap10.asc,0,0,2,0,,,49.0,49,z.txt,7,gap,990,497
,undefined,fgap10.asc,0,0,2,0,,,34.0,34,m.txt,8,gap,1240,437
,undefined,fgap10.asc,0,0,3,0,,,66.0,66,m.txt,9,gap,1204,266
CORRECT,undefined,fgap10.asc,0,37,9,0,z,10657,148.0,148,z.txt,10,control,412,666
CORRECT,undefined,fgap10.asc,0,5,7,0,m,1854,132.0,132,m.txt,11,control,102,531
CORRECT,undefined,fgap10.asc,0,46,9,0,m,14296,104.0,104,m.txt,12,control,943,79
CORRECT,undefined,fgap10.asc,0,33,10,0,z,10623,187.0,187,z.txt,13,control,670,385
CORRECT,undefined,fgap10.asc,0,41,8,0,z,12258,7.0,7,z.txt,14,control,459,246
,undefined,fgap10.asc,0,0,11,0,,,190.0,190,m.txt,15,gap,815,37
,undefined,fgap10.asc,0,0,2,0,,,197.0,197,m.txt,16,gap,670,577
,undefined,fgap10.asc,0,0,8,0,,,184.0,184,z.txt,17,gap,925,220
,undefined,fgap10.asc,0,0,3,0,,,92.0,92,m.txt,18,gap,64,707
,undefined,fgap10.asc,0,0,10,0,,,22.0,22,m.txt,19,gap,802,432
CORRECT,undefined,fgap10.asc,0,37,7,0,m,11240,178.0,178,m.txt,20,control,218,557
CORRECT,undefined,fgap10.asc,0,44,11,0,z,13072,164.0,164,z.txt,21,control,35,42
INCORRECT,undefined,fgap10.asc,0,52,7,0,m,14329,126.0,126,z.txt,22,control,281,758
CORRECT,undefined,fgap10.asc,0,15,4,0,m,4428,141.0,141,m.txt,23,control,289,116
CORRECT,undefined,fgap10.asc,0,7,2,0,z,3808,102.0,102,z.txt,24,control,229,617
,undefined,fgap10.asc,0,0,6,0,,,85.0,85,m.txt,25,gap,1015,549
,undefined,fgap10.asc,0,0,2,0,,,172.0,172,m.txt,26,gap,1039,742
,undefined,fgap10.asc,0,0,4,0,,,35.0,35,m.txt,27,gap,23,354
,undefined,fgap10.asc,0,0,8,0,,,31.0,31,m.txt,28,gap,1249,470
,undefined,fgap10.asc,0,0,12,0,,,93.0,93,z.txt,29,gap,560,106
INCORRECT,undefined,fgap10.asc,0,34,3,0,m,10005,185.0,185,z.txt,30,control,392,651
CORRECT,undefined,fgap10.asc,0,56,9,0,m,16007,10.0,10,m.txt,31,control,634,337
INCORRECT,undefined,fgap10.asc,0,37,0,0,z,13294,18.0,18,m.txt,32,control,536,202
INCORRECT,undefined,fgap10.asc,0,42,5,0,z,13080,26.0,26,m.txt,33,control,599,40
INCORRECT,undefined,fgap10.asc,0,42,4,0,m,13010,90.0,90,z.txt,34,control,695,164
,undefined,fgap10.asc,0,0,4,0,,,160.0,160,z.txt,35,gap,124,754
,undefined,fgap10.asc,0,0,10,0,,,170.0,170,z.txt,36,gap,552,139
,undefined,fgap10.asc,0,0,1,0,,,116.0,116,z.txt,37,gap,1191,694
,undefined,fgap10.asc,0,0,4,0,,,40.0,40,z.txt,38,gap,1205,358
,undefined,fgap10.asc,0,0,2,0,,,113.0,113,z.txt,39,gap,1204,363
CORRECT,undefined,fgap10.asc,0,59,7,0,z,17201,157.0,157,z.txt,40,control,60,170
CORRECT,undefined,fgap10.asc,0,12,1,0,m,4643,2.0,2,m.txt,41,control,454,514
CORRECT,undefined,fgap10.asc,0,62,7,0,z,19859,133.0,133,z.txt,42,control,31,671
INCORRECT,undefined,fgap10.asc,0,49,6,0,z,13962,163.0,163,m.txt,43,control,365,264
INCORRECT,undefined,fgap10.asc,0,52,5,0,m,16130,115.0,115,z.txt,44,control,91,286
,undefined,fgap10.asc,0,0,1,0,,,28.0,28,z.txt,45,gap,845,591
,undefined,fgap10.asc,0,0,3,0,,,194.0,194,z.txt,46,gap,580,702
,undefined,fgap10.asc,0,0,3,0,,,125.0,125,m.txt,47,gap,1151,540
,undefined,fgap10.asc,0,0,6,0,,,103.0,103,z.txt,48,gap,622,480
,undefined,fgap10.asc,0,0,6,0,,,89.0,89,z.txt,49,gap,346,587
CORRECT,undefined,fgap10.asc,0,56,8,0,z,18654,117.0,117,z.txt,50,control,735,429
CORRECT,undefined,fgap10.asc,0,30,6,0,z,10571,77.0,77,z.txt,51,control,1220,595
CORRECT,undefined,fgap10.asc,0,3,5,0,m,1172,42.0,42,m.txt,52,control,128,413
TIMEOUT,undefined,fgap10.asc,0,67,4,0,TIMEOUT,20000,54.0,54,z.txt,53,control,284,188
INCORRECT,undefined,fgap10.asc,0,44,10,0,m,13912,21.0,21,z.txt,54,control,83,409
,undefined,fgap10.asc,0,0,2,0,,,127.0,127,m.txt,55,gap,599,82
,undefined,fgap10.asc,0,0,3,0,,,101.0,101,m.txt,56,gap,414,499
,undefined,fgap10.asc,0,0,17,0,,,145.0,145,m.txt,57,gap,172,58
,undefined,fgap10.asc,0,0,2,0,,,130.0,130,m.txt,58,gap,20,274
,undefined,fgap10.asc,0,0,1,0,,,0.0,0,m.txt,59,gap,957,673
INCORRECT,undefined,fgap10.asc,0,31,1,0,m,9252,41.0,41,z.txt,60,control,999,230
CORRECT,undefined,fgap10.asc,0,11,5,0,m,4375,46.0,46,m.txt,61,control,1223,420
CORRECT,undefined,fgap10.asc,0,2,3,0,m,1126,53.0,53,m.txt,62,control,704,528
TIMEOUT,undefined,fgap10.asc,0,63,1,0,TIMEOUT,20000,52.0,52,m.txt,63,control,1117,166
INCORRECT,undefined,fgap10.asc,0,62,1,0,z,19974,14.0,14,m.txt,64,control,980,81
,undefined,fgap10.asc,0,0,2,0,,,140.0,140,m.txt,65,gap,630,101
,undefined,fgap10.asc,0,0,2,0,,,121.0,121,m.txt,66,gap,104,411
,undefined,fgap10.asc,0,0,2,0,,,114.0,114,m.txt,67,gap,786,106
,undefined,fgap10.asc,0,0,0,0,,,195.0,195,z.txt,68,gap,309,49
,undefined,fgap10.asc,0,0,2,0,,,59.0,59,z.txt,69,gap,448,433
TIMEOUT,undefined,fgap10.asc,0,71,1,0,TIMEOUT,20000,27.0,27,z.txt,70,control,641,31
CORRECT,undefined,fgap10.asc,0,59,4,0,z,18821,80.0,80,z.txt,71,control,73,80
CORRECT,undefined,fgap10.asc,0,6,7,0,z,2890,158.0,158,z.txt,72,control,1223,357
CORRECT,undefined,fgap10.asc,0,14,1,0,m,5395,51.0,51,m.txt,73,control,1102,315
TIMEOUT,undefined,fgap10.asc,0,63,1,0,TIMEOUT,20000,38.0,38,z.txt,74,control,754,358
,undefined,fgap10.asc,0,0,0,0,,,154.0,154,z.txt,75,gap,136,459
,undefined,fgap10.asc,0,0,4,0,,,165.0,165,m.txt,76,gap,1062,297
,undefined,fgap10.asc,0,0,2,0,,,109.0,109,m.txt,77,gap,1246,279
,undefined,fgap10.asc,0,0,1,0,,,131.0,131,z.txt,78,gap,1143,163
,undefined,fgap10.asc,0,0,5,0,,,64.0,64,z.txt,79,gap,444,775
CORRECT,undefined,fgap10.asc,0,15,3,0,m,8000,176.0,176,m.txt,80,control,1003,675
TIMEOUT,undefined,fgap10.asc,0,60,4,0,TIMEOUT,20000,97.0,97,z.txt,81,control,458,218
CORRECT,undefined,fgap10.asc,0,32,4,0,m,8705,47.0,47,m.txt,82,control,244,591
TIMEOUT,undefined,fgap10.asc,0,61,2,0,TIMEOUT,20000,100.0,100,m.txt,83,control,467,794
CORRECT,undefined,fgap10.asc,0,61,8,0,m,18088,32.0,32,m.txt,84,control,220,283
,undefined,fgap10.asc,0,0,2,0,,,161.0,161,z.txt,85,gap,427,254
,undefined,fgap10.asc,0,0,1,0,,,76.0,76,m.txt,86,gap,121,80
,undefined,fgap10.asc,0,0,1,0,,,58.0,58,z.txt,87,gap,1235,140
,undefined,fgap10.asc,0,0,1,0,,,198.0,198,z.txt,88,gap,1159,91
,undefined,fgap10.asc,0,0,1,0,,,156.0,156,z.txt,89,gap,1086,610
