eye_used,file,image,inst,nGap,nSacc,n_blink,outlier,response,rt,trialId
undefined,12.asc,F034.png,search,0,9,0,0,;,3542,94
undefined,12.asc,S032.png,search,0,52,1,0,timeout,15004,95
undefined,12.asc,F041.png,search,0,45,2,0,timeout,15004,96
undefined,12.asc,S016.png,search,0,37,3,0,timeout,15004,97
undefined,12.asc,S011.png,search,0,48,2,0,timeout,15004,98
undefined,12.asc,F005.png,search,0,48,0,0,timeout,15005,99
undefined,12.asc,S044.png,search,0,16,0,0,;,5021,100
undefined,12.asc,S026.png,search,0,51,1,0,timeout,15005,101
undefined,05.asc,P002.png,memory,0,44,11,0,timeout,15003,0
undefined,05.asc,P001.png,memory,0,43,3,0,timeout,15004,1
undefined,05.asc,S036.png,memory,0,41,5,0,timeout,15004,2
undefined,05.asc,S035.png,memory,0,39,4,0,timeout,15004,3
undefined,05.asc,S044.png,memory,0,38,3,0,timeout,15004,4
undefined,05.asc,F009.png,memory,0,38,1,0,timeout,15004,5
undefined,05.asc,S028.png,memory,0,39,2,0,timeout,15004,6
undefined,05.asc,F039.png,memory,0,37,1,0,timeout,15005,7
undefined,05.asc,S000.png,memory,0,32,1,0,timeout,15004,8
undefined,05.asc,F010.png,memory,0,40,1,0,timeout,15005,9
undefined,05.asc,F026.png,memory,0,43,2,0,timeout,15004,10
undefined,05.asc,F045.png,memory,0,42,3,0,timeout,15004,11
undefined,05.asc,S006.png,memory,0,41,3,0,timeout,15004,12
undefined,05.asc,F029.png,memory,0,39,3,0,timeout,15004,13
undefined,05.asc,S049.png,memory,0,38,4,0,timeout,15006,14
undefined,05.asc,S003.png,memory,0,40,2,0,timeout,15004,15
undefined,05.asc,F014.png,memory,0,40,2,0,timeout,15004,16
undefined,05.asc,F018.png,memory,0,42,3,0,timeout,15004,17
undefined,05.asc,F034.png,memory,0,38,2,0,timeout,15004,18
undefined,05.asc,S020.png,memory,0,38,5,0,timeout,15004,19
undefined,05.asc,S032.png,memory,0,46,5,0,timeout,15004,20
undefined,05.asc,F021.png,memory,0,36,3,0,timeout,15004,21
undefined,05.asc,F048.png,memory,0,35,2,0,timeout,15005,22
undefined,05.asc,F044.png,memory,0,41,0,0,timeout,15004,23
undefined,05.asc,S045.png,memory,0,32,2,0,timeout,15004,24
undefined,05.asc,S005.png,memory,0,46,2,0,timeout,15004,25
undefined,05.asc,F016.png,memory,0,40,2,0,timeout,15004,26
undefined,05.asc,F041.png,memory,0,43,1,0,timeout,15004,27
undefined,05.asc,S034.png,memory,0,38,2,0,timeout,15005,28
undefined,05.asc,F008.png,memory,0,43,0,0,timeout,15004,29
undefined,05.asc,S014.png,memory,0,40,3,0,timeout,15004,30
undefined,05.asc,S001.png,memory,0,34,4,0,timeout,15004,31
undefined,05.asc,F005.png,memory,0,35,2,0,timeout,15005,32
undefined,05.asc,S007.png,memory,0,39,7,0,timeout,15004,33
undefined,05.asc,F030.png,memory,0,39,4,0,timeout,15005,34
undefined,05.asc,S018.png,memory,0,42,3,0,timeout,15004,35
undefined,05.asc,S026.png,memory,0,44,3,0,timeout,15004,36
undefined,05.asc,S030.png,memory,0,42,3,0,timeout,15005,37
undefined,05.asc,F043.png,memory,0,38,3,0,timeout,15004,38
undefined,05.asc,S002.png,memory,0,41,7,0,timeout,15004,39
undefined,05.asc,F035.png,memory,0,43,2,0,timeout,15004,40
undefined,05.asc,S019.png,memory,0,38,1,0,timeout,15004,41
